BARCODE,ARR_DESIGN,EXP_ID,GROUP_ID,INDIVIDUAL_ID,ORGAN,MATERIAL_ID,COMPOUND_NAME,COMPOUND_ABBREVIATION,COMPOUND_NO,SPECIES,EXP_TEST_TYPE,SINGLE_REPEAT_TYPE,SEX_TYPE,STRAIN_TYPE,ADMINISTRATION_ROUTE_TYPE,ANIMAL_AGE(week),SACRIFICE_PERIOD,DOSE,DOSE_UNIT,DOSE_LEVEL
003017551023,Rat230_2,0463,13,2,Liver,A,disopyramide,DIS,00102,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,400,mg/kg,High
003017551024,Rat230_2,0463,13,3,Liver,A,disopyramide,DIS,00102,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,400,mg/kg,High
003017552004,Rat230_2,0463,14,1,Liver,A,disopyramide,DIS,00102,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,400,mg/kg,High
003017552005,Rat230_2,0463,14,2,Liver,A,disopyramide,DIS,00102,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,400,mg/kg,High
003017552006,Rat230_2,0463,14,4,Liver,A,disopyramide,DIS,00102,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,400,mg/kg,High
003017595025,Rat230_2,0463,15,3,Liver,C,disopyramide,DIS,00102,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,400,mg/kg,High
003017553011,Rat230_2,0463,15,4,Liver,A,disopyramide,DIS,00102,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,400,mg/kg,High
003017553012,Rat230_2,0463,15,5,Liver,A,disopyramide,DIS,00102,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,400,mg/kg,High
003017595030,Rat230_2,0463,16,2,Liver,B,disopyramide,DIS,00102,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,400,mg/kg,High
003017553023,Rat230_2,0463,16,4,Liver,A,disopyramide,DIS,00102,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,400,mg/kg,High
003017553024,Rat230_2,0463,16,5,Liver,A,disopyramide,DIS,00102,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,400,mg/kg,High
003017265008,Rat230_2,0464,01,2,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,0,mg/kg,Control
003017265009,Rat230_2,0464,01,3,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,0,mg/kg,Control
003017265010,Rat230_2,0464,01,4,Liver,B,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,0,mg/kg,Control
003017234020,Rat230_2,0464,02,1,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,0,mg/kg,Control
003017234021,Rat230_2,0464,02,2,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,0,mg/kg,Control
003017247030,Rat230_2,0464,02,4,Liver,B,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,0,mg/kg,Control
003017236023,Rat230_2,0464,03,1,Liver,B,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,0,mg/kg,Control
003017236024,Rat230_2,0464,03,3,Liver,B,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,0,mg/kg,Control
003017236025,Rat230_2,0464,03,4,Liver,B,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,0,mg/kg,Control
003017257020,Rat230_2,0464,04,1,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,0,mg/kg,Control
003017257021,Rat230_2,0464,04,3,Liver,C,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,0,mg/kg,Control
003017257022,Rat230_2,0464,04,5,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,0,mg/kg,Control
003017265011,Rat230_2,0464,05,1,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,40,mg/kg,Low
003017265012,Rat230_2,0464,05,3,Liver,C,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,40,mg/kg,Low
003017265013,Rat230_2,0464,05,4,Liver,B,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,40,mg/kg,Low
003017234022,Rat230_2,0464,06,2,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,40,mg/kg,Low
003017234023,Rat230_2,0464,06,4,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,40,mg/kg,Low
003017234024,Rat230_2,0464,06,5,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,40,mg/kg,Low
003017236026,Rat230_2,0464,07,1,Liver,B,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,40,mg/kg,Low
003017236027,Rat230_2,0464,07,2,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,40,mg/kg,Low
003017236028,Rat230_2,0464,07,5,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,40,mg/kg,Low
003017257023,Rat230_2,0464,08,2,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,40,mg/kg,Low
003017257024,Rat230_2,0464,08,3,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,40,mg/kg,Low
003017257025,Rat230_2,0464,08,5,Liver,B,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,40,mg/kg,Low
003017265014,Rat230_2,0464,09,2,Liver,B,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,120,mg/kg,Middle
003017265015,Rat230_2,0464,09,3,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,120,mg/kg,Middle
003017265016,Rat230_2,0464,09,4,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,120,mg/kg,Middle
003017248001,Rat230_2,0464,10,1,Liver,B,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,120,mg/kg,Middle
003017234025,Rat230_2,0464,10,2,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,120,mg/kg,Middle
003017234026,Rat230_2,0464,10,3,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,120,mg/kg,Middle
003017236029,Rat230_2,0464,11,3,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,120,mg/kg,Middle
003017236030,Rat230_2,0464,11,4,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,120,mg/kg,Middle
003017237025,Rat230_2,0464,11,5,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,120,mg/kg,Middle
003017257026,Rat230_2,0464,12,2,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,120,mg/kg,Middle
003017257027,Rat230_2,0464,12,4,Liver,C,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,120,mg/kg,Middle
003017257028,Rat230_2,0464,12,5,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,120,mg/kg,Middle
003017265017,Rat230_2,0464,13,1,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,400,mg/kg,High
003017265018,Rat230_2,0464,13,3,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,400,mg/kg,High
003017265019,Rat230_2,0464,13,5,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,400,mg/kg,High
003017234027,Rat230_2,0464,14,2,Liver,B,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,400,mg/kg,High
003017234028,Rat230_2,0464,14,3,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,400,mg/kg,High
003017234029,Rat230_2,0464,14,5,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,400,mg/kg,High
003017237026,Rat230_2,0464,15,1,Liver,B,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,400,mg/kg,High
003017237027,Rat230_2,0464,15,2,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,400,mg/kg,High
003017237028,Rat230_2,0464,15,5,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,400,mg/kg,High
003017257029,Rat230_2,0464,16,1,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,400,mg/kg,High
003017257030,Rat230_2,0464,16,2,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,400,mg/kg,High
003017258001,Rat230_2,0464,16,3,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,400,mg/kg,High
003017569007,Rat230_2,0465,01,1,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,0,mg/kg,Control
003017569008,Rat230_2,0465,01,2,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,0,mg/kg,Control
003017569009,Rat230_2,0465,01,5,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,0,mg/kg,Control
003017569019,Rat230_2,0465,02,2,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,0,mg/kg,Control
003017569020,Rat230_2,0465,02,3,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,0,mg/kg,Control
003017569021,Rat230_2,0465,02,4,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,0,mg/kg,Control
003017570025,Rat230_2,0465,03,1,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,0,mg/kg,Control
003017570026,Rat230_2,0465,03,3,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,0,mg/kg,Control
003017570027,Rat230_2,0465,03,4,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,0,mg/kg,Control
003017571007,Rat230_2,0465,04,1,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,0,mg/kg,Control
003017571008,Rat230_2,0465,04,2,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,0,mg/kg,Control
003017571009,Rat230_2,0465,04,3,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,0,mg/kg,Control
003017569010,Rat230_2,0465,05,1,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,40,mg/kg,Low
003017569011,Rat230_2,0465,05,3,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,40,mg/kg,Low
003017569012,Rat230_2,0465,05,4,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,40,mg/kg,Low
003017569022,Rat230_2,0465,06,1,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,40,mg/kg,Low
003017569023,Rat230_2,0465,06,3,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,40,mg/kg,Low
003017596016,Rat230_2,0465,06,5,Liver,B,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,40,mg/kg,Low
003017570028,Rat230_2,0465,07,2,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,40,mg/kg,Low
003017570029,Rat230_2,0465,07,4,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,40,mg/kg,Low
003017570030,Rat230_2,0465,07,5,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,40,mg/kg,Low
003017571010,Rat230_2,0465,08,2,Liver,C,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,40,mg/kg,Low
003017571011,Rat230_2,0465,08,4,Liver,B,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,40,mg/kg,Low
003017571012,Rat230_2,0465,08,5,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,40,mg/kg,Low
003017569013,Rat230_2,0465,09,2,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,120,mg/kg,Middle
003017569014,Rat230_2,0465,09,4,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,120,mg/kg,Middle
003017569015,Rat230_2,0465,09,5,Liver,B,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,120,mg/kg,Middle
003017569025,Rat230_2,0465,10,2,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,120,mg/kg,Middle
003017569026,Rat230_2,0465,10,3,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,120,mg/kg,Middle
003017596017,Rat230_2,0465,10,5,Liver,B,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,120,mg/kg,Middle
003017571001,Rat230_2,0465,11,1,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,120,mg/kg,Middle
003017571002,Rat230_2,0465,11,4,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,120,mg/kg,Middle
003017571003,Rat230_2,0465,11,5,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,120,mg/kg,Middle
003017571013,Rat230_2,0465,12,2,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,120,mg/kg,Middle
003017571014,Rat230_2,0465,12,4,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,120,mg/kg,Middle
003017571015,Rat230_2,0465,12,5,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,120,mg/kg,Middle
003017569016,Rat230_2,0465,13,1,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,400,mg/kg,High
003017596015,Rat230_2,0465,13,2,Liver,C,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,400,mg/kg,High
003017569018,Rat230_2,0465,13,3,Liver,B,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,400,mg/kg,High
003017569028,Rat230_2,0465,14,1,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,400,mg/kg,High
003017569029,Rat230_2,0465,14,3,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,400,mg/kg,High
003017569030,Rat230_2,0465,14,5,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,400,mg/kg,High
003017571004,Rat230_2,0465,15,2,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,400,mg/kg,High
003017571005,Rat230_2,0465,15,3,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,400,mg/kg,High
003017571006,Rat230_2,0465,15,5,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,400,mg/kg,High
003017571016,Rat230_2,0465,16,1,Liver,B,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,400,mg/kg,High
003017571017,Rat230_2,0465,16,3,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,400,mg/kg,High
003017571018,Rat230_2,0465,16,4,Liver,A,mexiletine,MEX,00103,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,400,mg/kg,High
003017237029,Rat230_2,0466,01,1,Liver,A,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,0,mg/kg,Control
003017237030,Rat230_2,0466,01,2,Liver,A,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,0,mg/kg,Control
003017238001,Rat230_2,0466,01,5,Liver,B,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,0,mg/kg,Control
003017239005,Rat230_2,0466,02,1,Liver,B,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,0,mg/kg,Control
003017239006,Rat230_2,0466,02,3,Liver,A,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,0,mg/kg,Control
003017239007,Rat230_2,0466,02,5,Liver,B,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,0,mg/kg,Control
003017243016,Rat230_2,0466,03,2,Liver,A,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,0,mg/kg,Control
003017243017,Rat230_2,0466,03,3,Liver,A,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,0,mg/kg,Control
003017243018,Rat230_2,0466,03,4,Liver,A,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,0,mg/kg,Control
003017265020,Rat230_2,0466,04,1,Liver,A,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,0,mg/kg,Control
003017265021,Rat230_2,0466,04,3,Liver,A,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,0,mg/kg,Control
003017265022,Rat230_2,0466,04,5,Liver,A,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,0,mg/kg,Control
003017238002,Rat230_2,0466,05,2,Liver,A,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,100,mg/kg,Low
003017238003,Rat230_2,0466,05,3,Liver,A,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,100,mg/kg,Low
003017238004,Rat230_2,0466,05,5,Liver,A,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,100,mg/kg,Low
003017239008,Rat230_2,0466,06,1,Liver,B,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,100,mg/kg,Low
003017239009,Rat230_2,0466,06,2,Liver,B,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,100,mg/kg,Low
003017239010,Rat230_2,0466,06,5,Liver,B,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,100,mg/kg,Low
003017243019,Rat230_2,0466,07,1,Liver,A,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,100,mg/kg,Low
003017243020,Rat230_2,0466,07,2,Liver,A,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,100,mg/kg,Low
003017243021,Rat230_2,0466,07,5,Liver,A,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,100,mg/kg,Low
003017265023,Rat230_2,0466,08,1,Liver,A,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,100,mg/kg,Low
003017265024,Rat230_2,0466,08,2,Liver,A,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,100,mg/kg,Low
003017265025,Rat230_2,0466,08,3,Liver,A,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,100,mg/kg,Low
003017238005,Rat230_2,0466,09,1,Liver,A,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,300,mg/kg,Middle
003017238006,Rat230_2,0466,09,3,Liver,A,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,300,mg/kg,Middle
003017239001,Rat230_2,0466,09,4,Liver,A,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,300,mg/kg,Middle
003017239011,Rat230_2,0466,10,2,Liver,A,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,300,mg/kg,Middle
003017239012,Rat230_2,0466,10,3,Liver,A,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,300,mg/kg,Middle
003017239013,Rat230_2,0466,10,5,Liver,C,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,300,mg/kg,Middle
003017243022,Rat230_2,0466,11,1,Liver,A,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,300,mg/kg,Middle
003017243023,Rat230_2,0466,11,3,Liver,A,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,300,mg/kg,Middle
003017243024,Rat230_2,0466,11,4,Liver,C,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,300,mg/kg,Middle
003017265026,Rat230_2,0466,12,2,Liver,A,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,300,mg/kg,Middle
003017265027,Rat230_2,0466,12,4,Liver,A,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,300,mg/kg,Middle
003017265028,Rat230_2,0466,12,5,Liver,A,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,300,mg/kg,Middle
003017239002,Rat230_2,0466,13,1,Liver,A,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,1000,mg/kg,High
003017239003,Rat230_2,0466,13,3,Liver,A,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,1000,mg/kg,High
003017239004,Rat230_2,0466,13,4,Liver,A,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,1000,mg/kg,High
003017239014,Rat230_2,0466,14,1,Liver,A,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,1000,mg/kg,High
003017239015,Rat230_2,0466,14,2,Liver,A,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,1000,mg/kg,High
003017239016,Rat230_2,0466,14,4,Liver,A,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,1000,mg/kg,High
003017243025,Rat230_2,0466,15,1,Liver,A,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,1000,mg/kg,High
003017243026,Rat230_2,0466,15,3,Liver,A,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,1000,mg/kg,High
003017243027,Rat230_2,0466,15,4,Liver,A,tiopronin,TIO,00104,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,1000,mg/kg,High
